hospital_id,ward,date,actual_occupied_beds,predicted_occupied_beds
HHN-BIR-01,General Medicine Ward B,2025-12-15,14,13.5
HHN-BIR-01,General Medicine Ward B,2025-12-16,14,14.16
HHN-BIR-01,General Medicine Ward B,2025-12-17,13,13.51
HHN-BIR-01,General Medicine Ward B,2025-12-18,16,13.86
HHN-BIR-01,General Medicine Ward B,2025-12-19,16,13.5
HHN-BIR-01,General Medicine Ward B,2025-12-20,16,13.62
HHN-BIR-01,General Medicine Ward B,2025-12-21,16,13.89
HHN-BIR-01,General Medicine Ward B,2025-12-22,16,13.86
HHN-BIR-01,General Medicine Ward B,2025-12-23,16,14.39
HHN-BIR-01,General Medicine Ward B,2025-12-24,16,13.87
HHN-BIR-01,General Medicine Ward B,2025-12-25,16,14.19
HHN-BIR-01,General Medicine Ward B,2025-12-26,11,14.33
HHN-BIR-01,General Medicine Ward B,2025-12-27,11,13.39
HHN-BIR-01,General Medicine Ward B,2025-12-28,16,12.93
HHN-BIR-01,General Medicine Ward B,2025-12-29,16,14.96
HHN-BIR-01,General Medicine Ward B,2025-12-30,16,14.69
HHN-BIR-01,General Medicine Ward B,2025-12-31,16,14.65
HHN-BIR-01,Icu,2025-12-02,8,8.45
HHN-BIR-01,Icu,2025-12-03,8,7.99
HHN-BIR-01,Icu,2025-12-04,7,7.46
HHN-BIR-01,Icu,2025-12-05,6,7.13
HHN-BIR-01,Icu,2025-12-06,5,6.99
HHN-BIR-01,Icu,2025-12-07,6,6.91
HHN-BIR-01,Icu,2025-12-08,6,7.11
HHN-BIR-01,Icu,2025-12-09,6,7.36
HHN-BIR-01,Icu,2025-12-10,7,7.08
HHN-BIR-01,Icu,2025-12-11,6,6.92
HHN-BIR-01,Icu,2025-12-12,7,6.9
HHN-BIR-01,Icu,2025-12-13,9,7.03
HHN-BIR-01,Icu,2025-12-14,9,6.62
HHN-BIR-01,Icu,2025-12-15,9,6.99
HHN-BIR-01,Icu,2025-12-16,9,6.73
HHN-BIR-01,Icu,2025-12-17,9,6.75
HHN-BIR-01,Icu,2025-12-18,9,6.32
HHN-BIR-01,Icu,2025-12-19,9,6.74
HHN-BIR-01,Icu,2025-12-20,9,6.66
HHN-BIR-01,Icu,2025-12-21,9,6.81
HHN-BIR-01,Icu,2025-12-22,9,7.15
HHN-BIR-01,Icu,2025-12-23,9,6.87
HHN-BIR-01,Icu,2025-12-24,9,6.81
HHN-BIR-01,Icu,2025-12-25,9,6.61
HHN-BIR-01,Icu,2025-12-26,9,7.09
HHN-BIR-01,Icu,2025-12-27,8,6.72
HHN-BIR-01,Icu,2025-12-28,8,6.69
HHN-BIR-01,Icu,2025-12-29,9,7.17
HHN-BIR-01,Icu,2025-12-30,9,7.13
HHN-BIR-01,Icu,2025-12-31,9,7.38
HHN-BIR-01,Oncology Ward,2025-12-02,13,12.22
HHN-BIR-01,Oncology Ward,2025-12-03,15,12.63
HHN-BIR-01,Oncology Ward,2025-12-04,18,13.87
HHN-BIR-01,Oncology Ward,2025-12-05,18,13.18
HHN-BIR-01,Oncology Ward,2025-12-06,17,13.08
HHN-BIR-01,Oncology Ward,2025-12-07,15,13.32
HHN-BIR-01,Oncology Ward,2025-12-08,14,13.46
HHN-BIR-01,Oncology Ward,2025-12-09,15,13.81
HHN-BIR-01,Oncology Ward,2025-12-10,15,13.85
HHN-BIR-01,Oncology Ward,2025-12-11,15,14.17
HHN-BIR-01,Oncology Ward,2025-12-12,12,13.85
HHN-BIR-01,Oncology Ward,2025-12-13,9,13.67
HHN-BIR-01,Oncology Ward,2025-12-14,10,14.0
HHN-BIR-01,Oncology Ward,2025-12-15,13,13.76
HHN-BIR-01,Oncology Ward,2025-12-16,13,14.54
HHN-BIR-01,Oncology Ward,2025-12-17,16,14.38
HHN-BIR-01,Oncology Ward,2025-12-18,16,13.72
HHN-BIR-01,Oncology Ward,2025-12-19,15,14.12
HHN-BIR-01,Oncology Ward,2025-12-20,11,14.12
HHN-BIR-01,Oncology Ward,2025-12-21,11,14.06
HHN-BIR-01,Oncology Ward,2025-12-22,9,13.99
HHN-BIR-01,Oncology Ward,2025-12-23,10,13.93
HHN-BIR-01,Oncology Ward,2025-12-24,13,14.24
HHN-BIR-01,Oncology Ward,2025-12-25,11,14.44
HHN-BIR-01,Oncology Ward,2025-12-26,11,14.16
HHN-BIR-01,Oncology Ward,2025-12-27,11,13.88
HHN-BIR-01,Oncology Ward,2025-12-28,10,13.7
HHN-BIR-01,Oncology Ward,2025-12-29,10,14.64
HHN-BIR-01,Oncology Ward,2025-12-30,10,14.6
HHN-BIR-01,Oncology Ward,2025-12-31,10,15.1
HHN-BIR-01,Orthopaedics Ward A,2025-12-02,11,11.12
HHN-BIR-01,Orthopaedics Ward A,2025-12-03,11,10.93
HHN-BIR-01,Orthopaedics Ward A,2025-12-04,11,10.72
HHN-BIR-01,Orthopaedics Ward A,2025-12-05,11,10.57
HHN-BIR-01,Orthopaedics Ward A,2025-12-06,11,10.3
HHN-BIR-01,Orthopaedics Ward A,2025-12-07,11,10.13
HHN-BIR-01,Orthopaedics Ward A,2025-12-08,11,10.37
HHN-BIR-01,Orthopaedics Ward A,2025-12-09,11,10.43
HHN-BIR-01,Orthopaedics Ward A,2025-12-10,11,10.25
HHN-BIR-01,Orthopaedics Ward A,2025-12-11,11,10.3
HHN-BIR-01,Orthopaedics Ward A,2025-12-12,11,10.23
HHN-BIR-01,Orthopaedics Ward A,2025-12-13,11,9.89
HHN-BIR-01,Orthopaedics Ward A,2025-12-14,11,10.14
HHN-BIR-01,Orthopaedics Ward A,2025-12-15,11,10.19
HHN-BIR-01,Orthopaedics Ward A,2025-12-16,11,10.07
HHN-BIR-01,Orthopaedics Ward A,2025-12-17,11,10.25
HHN-BIR-01,Orthopaedics Ward A,2025-12-18,11,10.0
HHN-BIR-01,Orthopaedics Ward A,2025-12-19,11,10.3
HHN-BIR-01,Orthopaedics Ward A,2025-12-20,11,9.59
HHN-BIR-01,Orthopaedics Ward A,2025-12-21,11,10.0
HHN-BIR-01,Orthopaedics Ward A,2025-12-22,11,10.07
HHN-BIR-01,Orthopaedics Ward A,2025-12-23,11,10.15
HHN-BIR-01,Orthopaedics Ward A,2025-12-24,11,10.06
HHN-BIR-01,Orthopaedics Ward A,2025-12-25,11,10.12
HHN-BIR-01,Orthopaedics Ward A,2025-12-26,11,9.95
HHN-BIR-01,Orthopaedics Ward A,2025-12-27,11,9.95
HHN-BIR-01,Orthopaedics Ward A,2025-12-28,11,10.1
HHN-BIR-01,Orthopaedics Ward A,2025-12-29,11,10.4
HHN-BIR-01,Orthopaedics Ward A,2025-12-30,11,10.34
HHN-BIR-01,Orthopaedics Ward A,2025-12-31,11,10.12
HHN-BIR-01,Orthopaedics Ward B,2025-12-02,11,10.85
HHN-BIR-01,Orthopaedics Ward B,2025-12-03,11,10.71
HHN-BIR-01,Orthopaedics Ward B,2025-12-04,11,10.74
HHN-BIR-01,Orthopaedics Ward B,2025-12-05,11,10.81
HHN-BIR-01,Orthopaedics Ward B,2025-12-06,11,10.79
HHN-BIR-01,Orthopaedics Ward B,2025-12-07,11,10.72
HHN-BIR-01,Orthopaedics Ward B,2025-12-08,11,10.73
HHN-BIR-01,Orthopaedics Ward B,2025-12-09,11,10.79
HHN-BIR-01,Orthopaedics Ward B,2025-12-10,11,10.75
HHN-BIR-01,Orthopaedics Ward B,2025-12-11,11,10.71
HHN-BIR-01,Orthopaedics Ward B,2025-12-12,11,10.76
HHN-BIR-01,Orthopaedics Ward B,2025-12-13,11,10.69
HHN-BIR-01,Orthopaedics Ward B,2025-12-14,11,10.59
HHN-BIR-01,Orthopaedics Ward B,2025-12-15,10,10.75
HHN-BIR-01,Orthopaedics Ward B,2025-12-16,11,10.52
HHN-BIR-01,Orthopaedics Ward B,2025-12-17,11,10.67
HHN-BIR-01,Orthopaedics Ward B,2025-12-18,11,10.82
HHN-BIR-01,Orthopaedics Ward B,2025-12-19,11,10.82
HHN-BIR-01,Orthopaedics Ward B,2025-12-20,11,10.86
HHN-BIR-01,Orthopaedics Ward B,2025-12-21,11,10.7
HHN-BIR-01,Orthopaedics Ward B,2025-12-22,11,10.75
HHN-BIR-01,Orthopaedics Ward B,2025-12-23,11,10.57
HHN-BIR-01,Orthopaedics Ward B,2025-12-24,11,10.84
HHN-BIR-01,Orthopaedics Ward B,2025-12-25,11,10.66
HHN-BIR-01,Orthopaedics Ward B,2025-12-26,10,10.72
HHN-BIR-01,Orthopaedics Ward B,2025-12-27,10,10.7
HHN-BIR-01,Orthopaedics Ward B,2025-12-28,10,10.7
HHN-BIR-01,Orthopaedics Ward B,2025-12-29,9,10.18
HHN-BIR-01,Orthopaedics Ward B,2025-12-30,10,10.25
HHN-BIR-01,Orthopaedics Ward B,2025-12-31,11,10.25
HHN-EDI-01,Cardiology Ward,2025-12-02,14,12.63
HHN-EDI-01,Cardiology Ward,2025-12-03,16,12.69
HHN-EDI-01,Cardiology Ward,2025-12-04,16,12.35
HHN-EDI-01,Cardiology Ward,2025-12-05,16,12.25
HHN-EDI-01,Cardiology Ward,2025-12-06,14,10.93
HHN-EDI-01,Cardiology Ward,2025-12-07,14,11.01
HHN-EDI-01,Cardiology Ward,2025-12-08,12,11.6
HHN-EDI-01,Cardiology Ward,2025-12-09,14,12.06
HHN-EDI-01,Cardiology Ward,2025-12-10,15,11.65
HHN-EDI-01,Cardiology Ward,2025-12-11,16,11.93
HHN-EDI-01,Cardiology Ward,2025-12-12,16,11.61
HHN-EDI-01,Cardiology Ward,2025-12-13,16,11.06
HHN-EDI-01,Cardiology Ward,2025-12-14,16,11.22
HHN-EDI-01,Cardiology Ward,2025-12-15,16,11.78
HHN-EDI-01,Cardiology Ward,2025-12-16,16,10.94
HHN-EDI-01,Cardiology Ward,2025-12-17,16,11.93
HHN-EDI-01,Cardiology Ward,2025-12-18,16,11.66
HHN-EDI-01,Cardiology Ward,2025-12-19,15,12.16
HHN-EDI-01,Cardiology Ward,2025-12-20,12,10.88
HHN-EDI-01,Cardiology Ward,2025-12-21,9,10.95
HHN-EDI-01,Cardiology Ward,2025-12-22,13,11.59
HHN-EDI-01,Cardiology Ward,2025-12-23,16,11.54
HHN-EDI-01,Cardiology Ward,2025-12-24,15,11.85
HHN-EDI-01,Cardiology Ward,2025-12-25,12,11.72
HHN-EDI-01,Cardiology Ward,2025-12-26,12,11.07
HHN-EDI-01,Cardiology Ward,2025-12-27,13,10.56
HHN-EDI-01,Cardiology Ward,2025-12-28,15,11.07
HHN-EDI-01,Cardiology Ward,2025-12-29,16,10.32
HHN-EDI-01,Cardiology Ward,2025-12-30,16,11.04
HHN-EDI-01,Cardiology Ward,2025-12-31,15,11.25
HHN-EDI-01,Day Case Unit,2025-12-02,0,0.63
HHN-EDI-01,Day Case Unit,2025-12-03,0,0.05
HHN-EDI-01,Day Case Unit,2025-12-04,0,-0.06
HHN-EDI-01,Day Case Unit,2025-12-05,0,0.4
HHN-EDI-01,Day Case Unit,2025-12-06,0,0.13
HHN-EDI-01,Day Case Unit,2025-12-07,0,-0.01
HHN-EDI-01,Day Case Unit,2025-12-08,0,0.24
HHN-EDI-01,Day Case Unit,2025-12-09,0,0.02
HHN-EDI-01,Day Case Unit,2025-12-10,0,0.17
HHN-EDI-01,Day Case Unit,2025-12-11,0,0.21
HHN-EDI-01,Day Case Unit,2025-12-12,1,0.47
HHN-EDI-01,Day Case Unit,2025-12-13,0,0.36
HHN-EDI-01,Day Case Unit,2025-12-14,0,0.15
HHN-EDI-01,Day Case Unit,2025-12-15,0,-0.05
HHN-EDI-01,Day Case Unit,2025-12-16,0,-0.05
HHN-EDI-01,Day Case Unit,2025-12-17,0,-0.16
HHN-EDI-01,Day Case Unit,2025-12-18,0,-0.1
HHN-EDI-01,Day Case Unit,2025-12-19,0,0.01
HHN-EDI-01,Day Case Unit,2025-12-20,0,-0.24
HHN-EDI-01,Day Case Unit,2025-12-21,1,0.3
HHN-EDI-01,Day Case Unit,2025-12-22,1,1.05
HHN-EDI-01,Day Case Unit,2025-12-23,0,0.1
HHN-EDI-01,Day Case Unit,2025-12-24,0,-0.06
HHN-EDI-01,Day Case Unit,2025-12-25,0,-0.15
HHN-EDI-01,Day Case Unit,2025-12-26,0,0.07
HHN-EDI-01,Day Case Unit,2025-12-27,0,-0.1
HHN-EDI-01,Day Case Unit,2025-12-28,0,0.1
HHN-EDI-01,Day Case Unit,2025-12-29,1,0.75
HHN-EDI-01,Day Case Unit,2025-12-30,0,0.64
HHN-EDI-01,Day Case Unit,2025-12-31,0,0.13
HHN-EDI-01,General Medicine Ward A,2025-12-02,12,14.54
HHN-EDI-01,General Medicine Ward A,2025-12-03,14,13.72
HHN-EDI-01,General Medicine Ward A,2025-12-04,15,13.37
HHN-EDI-01,General Medicine Ward A,2025-12-05,14,12.97
HHN-EDI-01,General Medicine Ward A,2025-12-06,14,11.57
HHN-EDI-01,General Medicine Ward A,2025-12-07,16,12.01
HHN-EDI-01,General Medicine Ward A,2025-12-08,15,11.67
HHN-EDI-01,General Medicine Ward A,2025-12-09,12,11.57
HHN-EDI-01,General Medicine Ward A,2025-12-10,10,11.09
HHN-EDI-01,General Medicine Ward A,2025-12-11,12,11.47
HHN-EDI-01,General Medicine Ward A,2025-12-12,12,11.51
HHN-EDI-01,General Medicine Ward A,2025-12-13,14,10.77
HHN-EDI-01,General Medicine Ward A,2025-12-14,14,10.7
HHN-EDI-01,General Medicine Ward A,2025-12-15,15,11.5
HHN-EDI-01,General Medicine Ward A,2025-12-16,16,11.03
HHN-EDI-01,General Medicine Ward A,2025-12-17,17,10.86
HHN-EDI-01,General Medicine Ward A,2025-12-18,16,11.7
HHN-EDI-01,General Medicine Ward A,2025-12-19,14,11.65
HHN-EDI-01,General Medicine Ward A,2025-12-20,13,10.58
HHN-EDI-01,General Medicine Ward A,2025-12-21,15,10.27
HHN-EDI-01,General Medicine Ward A,2025-12-22,17,10.64
HHN-EDI-01,General Medicine Ward A,2025-12-23,17,11.37
HHN-EDI-01,General Medicine Ward A,2025-12-24,17,11.4
HHN-EDI-01,General Medicine Ward A,2025-12-25,17,11.1
HHN-EDI-01,General Medicine Ward A,2025-12-26,17,11.71
HHN-EDI-01,General Medicine Ward A,2025-12-27,17,10.49
HHN-EDI-01,General Medicine Ward A,2025-12-28,17,10.08
HHN-EDI-01,General Medicine Ward A,2025-12-29,17,13.12
HHN-EDI-01,General Medicine Ward A,2025-12-30,17,13.08
HHN-EDI-01,General Medicine Ward A,2025-12-31,17,13.57
HHN-EDI-01,General Medicine Ward B,2025-12-02,15,15.03
HHN-EDI-01,General Medicine Ward B,2025-12-03,13,13.48
HHN-EDI-01,General Medicine Ward B,2025-12-04,14,12.42
HHN-EDI-01,General Medicine Ward B,2025-12-05,16,11.78
HHN-EDI-01,General Medicine Ward B,2025-12-06,16,11.82
HHN-EDI-01,General Medicine Ward B,2025-12-07,14,11.33
HHN-EDI-01,General Medicine Ward B,2025-12-08,12,11.5
HHN-EDI-01,General Medicine Ward B,2025-12-09,13,11.41
HHN-EDI-01,General Medicine Ward B,2025-12-10,9,11.62
HHN-EDI-01,General Medicine Ward B,2025-12-11,11,10.83
HHN-EDI-01,General Medicine Ward B,2025-12-12,14,10.9
HHN-EDI-01,General Medicine Ward B,2025-12-13,13,11.18
HHN-EDI-01,General Medicine Ward B,2025-12-14,12,10.91
HHN-EDI-01,General Medicine Ward B,2025-12-15,13,11.42
HHN-EDI-01,General Medicine Ward B,2025-12-16,9,10.85
HHN-EDI-01,General Medicine Ward B,2025-12-17,11,10.48
HHN-EDI-01,General Medicine Ward B,2025-12-18,15,10.63
HHN-EDI-01,General Medicine Ward B,2025-12-19,17,10.45
HHN-EDI-01,General Medicine Ward B,2025-12-20,17,10.12
HHN-EDI-01,General Medicine Ward B,2025-12-21,17,10.59
HHN-EDI-01,General Medicine Ward B,2025-12-22,17,10.93
HHN-EDI-01,General Medicine Ward B,2025-12-23,17,10.5
HHN-EDI-01,General Medicine Ward B,2025-12-24,17,11.15
HHN-EDI-01,General Medicine Ward B,2025-12-25,17,10.6
HHN-EDI-01,General Medicine Ward B,2025-12-26,17,10.6
HHN-EDI-01,General Medicine Ward B,2025-12-27,17,10.58
HHN-EDI-01,General Medicine Ward B,2025-12-28,15,10.92
HHN-EDI-01,General Medicine Ward B,2025-12-29,14,14.45
HHN-EDI-01,General Medicine Ward B,2025-12-30,17,14.48
HHN-EDI-01,General Medicine Ward B,2025-12-31,16,14.79
HHN-EDI-01,Icu,2025-12-02,8,5.79
HHN-EDI-01,Icu,2025-12-03,8,5.55
HHN-EDI-01,Icu,2025-12-04,8,5.47
HHN-EDI-01,Icu,2025-12-05,8,5.36
HHN-EDI-01,Icu,2025-12-06,7,5.56
HHN-EDI-01,Icu,2025-12-07,7,5.58
HHN-EDI-01,Icu,2025-12-08,8,5.79
HHN-EDI-01,Icu,2025-12-09,8,5.59
HHN-EDI-01,Icu,2025-12-10,7,5.45
HHN-EDI-01,Icu,2025-12-11,7,5.15
HHN-EDI-01,Icu,2025-12-12,7,6.82
HHN-EDI-01,Icu,2025-12-13,7,5.35
HHN-EDI-01,Icu,2025-12-14,6,4.71
HHN-EDI-01,Icu,2025-12-15,8,5.32
HHN-EDI-01,Icu,2025-12-16,8,5.13
HHN-EDI-01,Icu,2025-12-17,8,5.38
HHN-EDI-01,Icu,2025-12-18,8,5.09
HHN-EDI-01,Icu,2025-12-19,7,4.99
HHN-EDI-01,Icu,2025-12-20,7,5.28
HHN-EDI-01,Icu,2025-12-21,4,5.25
HHN-EDI-01,Icu,2025-12-22,5,5.27
HHN-EDI-01,Icu,2025-12-23,6,5.21
HHN-EDI-01,Icu,2025-12-24,7,5.05
HHN-EDI-01,Icu,2025-12-25,6,5.14
HHN-EDI-01,Icu,2025-12-26,8,4.98
HHN-EDI-01,Icu,2025-12-27,8,5.17
HHN-EDI-01,Icu,2025-12-28,8,5.12
HHN-EDI-01,Icu,2025-12-29,8,5.47
HHN-EDI-01,Icu,2025-12-30,8,5.59
HHN-EDI-01,Icu,2025-12-31,8,5.69
HHN-EDI-01,Oncology Ward,2025-12-02,13,12.08
HHN-EDI-01,Oncology Ward,2025-12-03,13,11.86
HHN-EDI-01,Oncology Ward,2025-12-04,13,11.77
HHN-EDI-01,Oncology Ward,2025-12-05,13,11.67
HHN-EDI-01,Oncology Ward,2025-12-06,13,11.21
HHN-EDI-01,Oncology Ward,2025-12-07,13,11.04
HHN-EDI-01,Oncology Ward,2025-12-08,13,11.18
HHN-EDI-01,Oncology Ward,2025-12-09,12,11.02
HHN-EDI-01,Oncology Ward,2025-12-10,11,11.28
HHN-EDI-01,Oncology Ward,2025-12-11,8,11.04
HHN-EDI-01,Oncology Ward,2025-12-12,8,11.21
HHN-EDI-01,Oncology Ward,2025-12-13,7,10.7
HHN-EDI-01,Oncology Ward,2025-12-14,6,10.57
HHN-EDI-01,Oncology Ward,2025-12-15,9,10.63
HHN-EDI-01,Oncology Ward,2025-12-16,11,10.51
HHN-EDI-01,Oncology Ward,2025-12-17,11,10.65
HHN-EDI-01,Oncology Ward,2025-12-18,12,10.33
HHN-EDI-01,Oncology Ward,2025-12-19,12,11.04
HHN-EDI-01,Oncology Ward,2025-12-20,10,10.54
HHN-EDI-01,Oncology Ward,2025-12-21,10,10.61
HHN-EDI-01,Oncology Ward,2025-12-22,11,10.38
HHN-EDI-01,Oncology Ward,2025-12-23,12,10.5
HHN-EDI-01,Oncology Ward,2025-12-24,12,10.91
HHN-EDI-01,Oncology Ward,2025-12-25,13,10.7
HHN-EDI-01,Oncology Ward,2025-12-26,12,10.86
HHN-EDI-01,Oncology Ward,2025-12-27,10,10.43
HHN-EDI-01,Oncology Ward,2025-12-28,11,10.59
HHN-EDI-01,Oncology Ward,2025-12-29,12,11.13
HHN-EDI-01,Oncology Ward,2025-12-30,13,11.25
HHN-EDI-01,Oncology Ward,2025-12-31,13,11.41
HHN-EDI-01,Orthopaedics Ward A,2025-12-02,10,9.53
HHN-EDI-01,Orthopaedics Ward A,2025-12-03,10,9.58
HHN-EDI-01,Orthopaedics Ward A,2025-12-04,10,9.43
HHN-EDI-01,Orthopaedics Ward A,2025-12-05,10,9.21
HHN-EDI-01,Orthopaedics Ward A,2025-12-06,10,8.74
HHN-EDI-01,Orthopaedics Ward A,2025-12-07,10,8.53
HHN-EDI-01,Orthopaedics Ward A,2025-12-08,10,8.59
HHN-EDI-01,Orthopaedics Ward A,2025-12-09,10,8.55
HHN-EDI-01,Orthopaedics Ward A,2025-12-10,10,8.6
HHN-EDI-01,Orthopaedics Ward A,2025-12-11,10,8.74
HHN-EDI-01,Orthopaedics Ward A,2025-12-12,10,8.69
HHN-EDI-01,Orthopaedics Ward A,2025-12-13,10,8.25
HHN-EDI-01,Orthopaedics Ward A,2025-12-14,8,8.32
HHN-EDI-01,Orthopaedics Ward A,2025-12-15,10,8.1
HHN-EDI-01,Orthopaedics Ward A,2025-12-16,10,8.42
HHN-EDI-01,Orthopaedics Ward A,2025-12-17,10,8.45
HHN-EDI-01,Orthopaedics Ward A,2025-12-18,9,8.63
